datetime,open,high,low,close,volume
11/1/17 5:00,332.25,332.6089,320.26,321.08,8457336
11/2/17 5:00,300.13,308.69,292.63,299.26,19791416
11/3/17 5:00,299.5,306.25,295.13,306.09,8893974
11/6/17 6:00,307,307.5,299.01,302.78,6486009
11/7/17 6:00,301.02,306.5,300.03,306.05,5294274
11/8/17 6:00,305.5,306.89,301.3001,304.39,4725271
11/9/17 6:00,302.5,304.46,296.3,302.99,5447147
11/10/17 6:00,302.5,308.36,301.85,302.99,4625429
11/13/17 6:00,300.13,316.8,299.11,315.4,7584944
11/14/17 6:00,315,316.35,306.9,308.7,5676076
11/15/17 6:00,306.01,312.49,301.5,311.3,5978665
11/16/17 6:00,313.99,318.14,311.3,312.5,5822073
11/17/17 6:00,325.67,326.67,313.15,315.05,13735139
11/20/17 6:00,313.79,315.5,304.75,308.74,8247650
11/21/17 6:00,310.86,318.23,308.71,317.81,7261273
11/22/17 6:00,316.77,317.42,311.84,312.6,4917636
11/24/17 6:00,313.79,316.41,311,315.55,3244065
11/27/17 6:00,313.25,317.34,309.51,316.81,4555894
11/28/17 6:00,316.36,320,313.92,317.55,4949491
11/29/17 6:00,317.3,318,301.23,307.54,8767398
11/30/17 6:00,308.56,310.7,304.54,308.85,4351587
12/1/17 6:00,305.44,310.32,305.05,306.53,4292868
12/4/17 6:00,306.5,308.265,300.61,305.2,5835140
12/5/17 6:00,302,308,301,303.7,4646520
12/6/17 6:00,300.1,313.39,300,313.26,7195341
12/7/17 6:00,312,318.6341,311.05,311.24,4780597
12/8/17 6:00,314.6,316.98,311.26,315.13,3468458
12/11/17 6:00,314.63,329.01,313.75,328.91,7937981
12/12/17 6:00,330.45,341.44,330.03,341.03,8733199
12/13/17 6:00,340.93,344.22,336.5,339.03,6221461
12/14/17 6:00,341.01,347.44,336.9,337.89,5799916
12/15/17 6:00,342.04,343.9,335.76,343.45,6933199
12/18/17 6:00,344.9,346.73,337.58,338.87,5476166
12/19/17 6:00,340.26,341.4925,330.3,331.1,6824971
12/20/17 6:00,332.69,333.1,325.04,328.98,5953800
12/21/17 6:00,329.59,333.74,327.21,331.66,4385222
12/22/17 6:00,329.51,330.9214,324.82,325.2,4215807
12/26/17 6:00,323.83,323.94,316.58,317.29,4378413
12/27/17 6:00,316,317.68,310.75,311.64,4712111
12/28/17 6:00,311.75,315.82,309.54,315.36,4316347
12/29/17 6:00,316.18,316.41,310,311.35,3777155
1/2/18 6:00,312,322.1099,311,320.53,4352241
1/3/18 6:00,321,325.25,315.55,317.25,4521527
1/4/18 6:00,312.87,318.55,305.68,314.62,9946304
1/5/18 6:00,316.62,317.24,312,316.58,4591180
1/8/18 6:00,316,337.0199,315.5,336.41,9859435
1/9/18 6:00,335.16,338.8,327.405,333.69,7146631
1/10/18 6:00,332.2,337,330,334.8,4309926
1/11/18 6:00,335.24,344.8099,333.26,337.95,6645484
1/12/18 6:00,338.63,340.41,333.67,336.22,4825059
1/16/18 6:00,337.54,345,334.8,340.06,6474251
1/17/18 6:00,340.47,349,339.75,347.16,7103505
1/18/18 6:00,345.67,352.3,343.74,344.57,5685845
1/19/18 6:00,345,350.5899,342.6,350.02,4888303
1/22/18 6:00,349.4,357.83,349.2,351.56,6210360
1/23/18 6:00,360,360.5,351,352.79,5465414
1/24/18 6:00,354.58,354.75,343.52,345.89,5287478
1/25/18 6:00,348.27,349.2,336.4,337.64,6740303
1/26/18 6:00,341.5,344,335.71,342.85,4539356
1/29/18 6:00,339.85,350.85,338.28,349.53,4747149
1/30/18 6:00,345.14,348.27,342.17,345.82,4717700
1/31/18 6:00,347.51,356.19,345.19,354.31,6214069
2/1/18 6:00,351,359.66,348.63,349.25,4197687
2/2/18 6:00,348.44,351.95,340.51,343.75,3704836
2/5/18 6:00,337.97,344.47,333,333.13,4464147
2/6/18 6:00,325.21,336.22,323.5,333.97,5088438
2/7/18 6:00,338.99,346,335.66,345,6969239
2/8/18 6:00,343.31,348.62,314.6,315.23,10314573
2/9/18 6:00,319.93,320.9845,294.76,310.42,12933721
2/12/18 6:00,316.13,318.08,306.25,315.73,6227822
2/13/18 6:00,315.02,324.19,312.5105,323.66,4560231
2/14/18 6:00,320.84,326.17,318.52,322.31,3950743
2/15/18 6:00,324.5,334.12,322.4,334.065,5912917
2/16/18 6:00,332.5,343.12,331.64,335.49,5642637
2/20/18 6:00,334.47,340.84,331.5,334.77,4009435
2/21/18 6:00,336.03,339.6929,333.17,333.3,3219649
2/22/18 6:00,335.53,347.44,334.7501,346.17,6969808
2/23/18 6:00,347.83,354.99,347.1,352.05,5817387
2/26/18 6:00,353.5,359,352.355,357.42,4339985
2/27/18 6:00,356.25,359.99,350.01,350.99,4797419
2/28/18 6:00,352.57,355.24,342.22,343.06,6069658
3/1/18 6:00,345.01,348.67,330.07,330.93,6885601
3/2/18 6:00,326.98,335.22,322.97,335.12,5092829
