datetime,open,high,low,close,volume
11/1/17 5:00,1036.315,1047.86,1034,1042.595,2163073
11/2/17 5:00,1039.99,1045.52,1028.66,1042.97,1334697
11/3/17 5:00,1042.75,1050.66,1037.65,1049.99,1388461
11/6/17 6:00,1049.1,1052.59,1042,1042.68,914748
11/7/17 6:00,1049.65,1053.41,1043,1052.39,1305229
11/8/17 6:00,1050.05,1062.691,1047.05,1058.29,1214600
11/9/17 6:00,1048,1050.88,1035.85,1047.72,1794575
11/10/17 6:00,1043.87,1046.63,1041.22,1044.15,972127
11/13/17 6:00,1040.8,1048.74,1039.26,1041.2,940721
11/14/17 6:00,1037.72,1042.3,1029.33,1041.64,1050566
11/15/17 6:00,1035,1039.63,1030.76,1036.41,905262
11/16/17 6:00,1038.75,1051.76,1038,1048.47,1188392
11/17/17 6:00,1049.8,1051,1033.73,1035.89,1335610
11/20/17 6:00,1036,1038.695,1032.675,1034.66,876321
11/21/17 6:00,1040.04,1050.39,1039.14,1050.3,1110341
11/22/17 6:00,1051.16,1055.43,1047.25,1051.92,726898
11/24/17 6:00,1054.39,1060.07,1051.92,1056.52,825369
11/27/17 6:00,1058.57,1073.035,1054.7713,1072.01,1771491
11/28/17 6:00,1073.99,1080,1054.54,1063.29,1821171
11/29/17 6:00,1056.18,1058.77,1029.6533,1037.38,2793332
11/30/17 6:00,1039.94,1044.1399,1030.07,1036.17,2254590
12/1/17 6:00,1030.41,1037.245,1016.9,1025.07,1888081
12/4/17 6:00,1027.8,1031.34,1009.22,1011.87,1938861
12/5/17 6:00,1010.99,1036.68,1002.315,1019.6,1949865
12/6/17 6:00,1016.52,1039.58,1015.31,1032.72,1435549
12/7/17 6:00,1036.07,1048.92,1035.36,1044.57,1543285
12/8/17 6:00,1051.81,1056.42,1045.86,1049.38,1558472
12/11/17 6:00,1051.11,1056,1044.12,1051.97,1162694
12/12/17 6:00,1050,1062.5,1044.87,1048.77,1694061
12/13/17 6:00,1052.08,1055.48,1046.58,1051.39,1384038
12/14/17 6:00,1055.49,1067.08,1053.595,1057.47,1548139
12/15/17 6:00,1063.78,1075.25,1060.0901,1072,3187985
12/18/17 6:00,1076.45,1086.49,1070.37,1085.09,1514601
12/19/17 6:00,1083.02,1084.975,1072.2704,1079.78,1317519
12/20/17 6:00,1080.92,1081.235,1068.6,1073.56,1436391
12/21/17 6:00,1075.39,1077.52,1069,1070.85,1282025
12/22/17 6:00,1070,1071.72,1067.64,1068.86,889446
12/26/17 6:00,1068.64,1068.86,1058.6401,1065.85,918767
12/27/17 6:00,1066.6,1068.27,1058.38,1060.2,1116203
12/28/17 6:00,1062.25,1064.84,1053.38,1055.95,994249
12/29/17 6:00,1055.49,1058.05,1052.7,1053.4,1180340
1/2/18 6:00,1053.02,1075.98,1053.02,1073.21,1588268
1/3/18 6:00,1073.93,1096.1,1073.43,1091.52,1565945
1/4/18 6:00,1097.09,1104.0765,1094.26,1095.76,1302569
1/5/18 6:00,1103.45,1113.5799,1101.795,1110.29,1512526
1/8/18 6:00,1111,1119.16,1110,1114.21,1232221
1/9/18 6:00,1118.44,1118.44,1108.201,1112.79,1340381
1/10/18 6:00,1107,1112.78,1103.9842,1110.14,1036366
1/11/18 6:00,1112.31,1114.85,1106.48,1112.05,1121216
1/12/18 6:00,1110.1,1131.3025,1108.0101,1130.65,1929306
1/16/18 6:00,1140.31,1148.88,1126.66,1130.7,1823100
1/17/18 6:00,1136.36,1139.32,1123.49,1139.1,1391510
1/18/18 6:00,1139.35,1140.585,1124.465,1135.97,1374873
1/19/18 6:00,1138.03,1143.7797,1132.5,1143.5,1527554
1/22/18 6:00,1143.82,1166.88,1141.82,1164.16,1477520
1/23/18 6:00,1170.62,1178.51,1167.25,1176.17,1956865
1/24/18 6:00,1184.98,1187.05,1167.401,1171.29,1856429
1/25/18 6:00,1180.71,1185,1171.84,1182.14,1499247
1/26/18 6:00,1187.53,1187.56,1168.03,1187.56,2108502
1/29/18 6:00,1188,1198,1184.06,1186.48,1574708
1/30/18 6:00,1177.72,1187.93,1174.51,1177.37,1866883
1/31/18 6:00,1183.81,1186.32,1172.1,1182.22,1801135
2/1/18 6:00,1175.99,1187.45,1169.36,1181.59,3675709
2/2/18 6:00,1127.42,1131.3,1111.17,1119.2,5892122
2/5/18 6:00,1100.61,1114.99,1056.74,1062.39,4177469
2/6/18 6:00,1033.98,1087.375,1030.01,1084.43,3831524
2/7/18 6:00,1084.97,1086.53,1054.62,1055.41,2597094
2/8/18 6:00,1059.87,1063.93,1004.7,1007.71,3339601
2/9/18 6:00,1025.88,1051.72,997,1046.27,4917970
2/12/18 6:00,1056.67,1065.57,1045.49,1054.56,2812011
2/13/18 6:00,1050,1061.22,1046.92,1054.14,1579258
2/14/18 6:00,1054.32,1075.47,1049.8,1072.7,2065202
2/15/18 6:00,1083.45,1094.1,1067.23,1091.36,1869763
2/16/18 6:00,1093.38,1108.31,1091.55,1095.5,1997405
2/20/18 6:00,1092.76,1116.29,1090,1103.59,1687656
2/21/18 6:00,1109.1,1136.2,1107.51,1113.75,2074321
2/22/18 6:00,1119.17,1125.46,1105.15,1109.9,1400536
2/23/18 6:00,1118.66,1129,1108.4373,1128.09,1264638
2/26/18 6:00,1131.86,1144.2,1129.34,1143.7,1545619
