datetime,open,high,low,close,volume
11/1/17 5:00,169.87,169.94,165.61,166.89,33637762
11/2/17 5:00,167.64,168.5,165.28,168.11,41393373
11/3/17 5:00,174,174.26,171.12,172.5,59398631
11/6/17 6:00,172.365,174.99,171.72,174.25,35026306
11/7/17 6:00,173.91,175.25,173.6,174.81,24361485
11/8/17 6:00,174.66,176.24,174.33,176.24,24409527
11/9/17 6:00,175.11,176.095,173.14,175.88,29482596
11/10/17 6:00,175.11,175.38,174.27,174.67,25145500
11/13/17 6:00,173.5,174.5,173.4,173.97,16982080
11/14/17 6:00,173.04,173.48,171.18,171.34,24782487
11/15/17 6:00,169.97,170.3197,168.38,169.08,29158070
11/16/17 6:00,171.18,171.87,170.3,171.1,23637484
11/17/17 6:00,171.04,171.39,169.64,170.15,21899544
11/20/17 6:00,170.29,170.56,169.56,169.98,16262447
11/21/17 6:00,170.78,173.7,170.78,173.14,25131295
11/22/17 6:00,173.36,175,173.05,174.96,25588925
11/24/17 6:00,175.1,175.5,174.6459,174.97,14026673
11/27/17 6:00,175.05,175.08,173.34,174.09,20716802
11/28/17 6:00,174.3,174.87,171.86,173.07,26428802
11/29/17 6:00,172.63,172.92,167.16,169.48,41666364
11/30/17 6:00,170.43,172.14,168.44,171.85,41527218
12/1/17 6:00,169.95,171.67,168.5,171.05,39759288
12/4/17 6:00,172.48,172.62,169.63,169.8,32542385
12/5/17 6:00,169.06,171.52,168.4,169.64,27350154
12/6/17 6:00,167.5,170.2047,166.46,169.01,28560000
12/7/17 6:00,169.03,170.44,168.91,169.32,25673308
12/8/17 6:00,170.49,171,168.82,169.37,23355231
12/11/17 6:00,169.2,172.89,168.79,172.67,35273759
12/12/17 6:00,172.15,172.39,171.461,171.7,19409230
12/13/17 6:00,172.5,173.54,172,172.27,23818447
12/14/17 6:00,172.4,173.13,171.65,172.22,20476541
12/15/17 6:00,173.63,174.17,172.46,173.97,40169307
12/18/17 6:00,174.88,177.2,174.86,176.42,29421114
12/19/17 6:00,175.03,175.39,174.09,174.54,27436447
12/20/17 6:00,174.87,175.42,173.25,174.35,23475649
12/21/17 6:00,174.17,176.02,174.1,175.01,20949896
12/22/17 6:00,174.68,175.424,174.5,175.01,16349444
12/26/17 6:00,170.8,171.47,169.679,170.57,33185536
12/27/17 6:00,170.1,170.78,169.71,170.6,21498213
12/28/17 6:00,171,171.85,170.48,171.08,16480187
12/29/17 6:00,170.52,170.59,169.22,169.23,25999922
1/2/18 6:00,170.16,172.3,169.26,172.26,25555934
1/3/18 6:00,172.53,174.55,171.96,172.23,29517899
1/4/18 6:00,172.54,173.47,172.08,173.03,22434597
1/5/18 6:00,173.44,175.37,173.05,175,23660018
1/8/18 6:00,174.35,175.61,173.93,174.35,20567766
1/9/18 6:00,174.55,175.06,173.41,174.33,21583997
1/10/18 6:00,173.16,174.3,173,174.29,23959895
1/11/18 6:00,174.59,175.4886,174.49,175.28,18667729
1/12/18 6:00,176.18,177.36,175.65,177.09,25418080
1/16/18 6:00,177.9,179.39,176.14,176.19,29565947
1/17/18 6:00,176.15,179.25,175.07,179.1,34386836
1/18/18 6:00,179.37,180.1,178.25,179.26,31193352
1/19/18 6:00,178.61,179.58,177.41,178.46,32425067
1/22/18 6:00,177.3,177.78,176.6016,177,27108551
1/23/18 6:00,177.3,179.44,176.82,177.04,32689146
1/24/18 6:00,177.25,177.3,173.2,174.22,51105090
1/25/18 6:00,174.505,174.95,170.53,171.11,41529004
1/26/18 6:00,172,172,170.06,171.51,39143011
1/29/18 6:00,170.16,170.16,167.07,167.96,50640406
1/30/18 6:00,165.525,167.37,164.7,166.97,46048185
1/31/18 6:00,166.87,168.4417,166.5,167.43,32478930
2/1/18 6:00,167.165,168.62,166.76,167.78,47230787
2/2/18 6:00,166,166.8,160.1,160.5,86593825
2/5/18 6:00,159.1,163.88,156,156.49,72738522
2/6/18 6:00,154.83,163.72,154,163.03,68243838
2/7/18 6:00,163.085,163.4,159.0685,159.54,51608580
2/8/18 6:00,160.29,161,155.03,155.15,54390516
2/9/18 6:00,157.07,157.89,150.24,156.41,70672608
2/12/18 6:00,158.5,163.89,157.51,162.71,60819539
2/13/18 6:00,161.95,164.75,161.65,164.34,32549163
2/14/18 6:00,163.045,167.54,162.88,167.37,40644933
2/15/18 6:00,169.79,173.09,169,172.99,51147171
2/16/18 6:00,172.36,174.82,171.77,172.43,40176091
2/20/18 6:00,172.05,174.26,171.42,171.85,33930540
2/21/18 6:00,172.83,174.12,171.01,171.07,37471623
2/22/18 6:00,171.8,173.95,171.71,172.5,30991940
2/23/18 6:00,173.67,175.65,173.54,175.5,33812360
2/26/18 6:00,176.35,179.39,176.21,178.97,38162174
2/27/18 6:00,179.1,180.48,178.16,178.39,38928125
2/28/18 6:00,179.26,180.615,178.05,178.12,37782138
3/1/18 6:00,178.54,179.775,172.66,175,48801970
3/2/18 6:00,172.8,176.3,172.45,176.21,38453950
3/5/18 6:00,175.21,177.74,174.52,176.82,28401366
3/6/18 6:00,177.91,178.25,176.13,176.67,23788506
3/7/18 6:00,174.94,175.85,174.27,175.03,31703462
3/8/18 6:00,175.48,177.12,175.07,176.94,23774107
3/9/18 6:00,177.96,180,177.39,179.98,32185162
3/12/18 5:00,180.29,182.39,180.21,181.72,32207081
3/13/18 5:00,182.59,183.5,179.24,179.97,31693529
3/14/18 5:00,180.32,180.52,177.81,178.44,29368356
3/15/18 5:00,178.5,180.24,178.0701,178.65,22743798
3/16/18 5:00,178.65,179.12,177.62,178.02,39404688
3/19/18 5:00,177.32,177.47,173.66,175.3,33446771
3/20/18 5:00,175.24,176.8,174.94,175.24,19649350
3/21/18 5:00,175.04,175.09,171.26,171.27,37054935
3/22/18 5:00,170,172.68,168.6,168.85,41490767
3/23/18 5:00,168.39,169.92,164.94,164.94,41028784
3/26/18 5:00,168.07,173.1,166.44,172.77,37541236
3/27/18 5:00,173.68,175.15,166.92,168.34,40922579
3/28/18 5:00,167.25,170.02,165.19,166.48,41668545
3/29/18 5:00,167.805,171.75,166.9,167.78,38398505
4/2/18 5:00,167.88,168.94,164.47,166.68,37586791
4/3/18 5:00,167.64,168.7455,164.88,168.39,30278046
4/4/18 5:00,164.88,172.01,164.77,171.61,34605489
4/5/18 5:00,172.58,174.2304,172.08,172.8,26933197
4/6/18 5:00,170.97,172.48,168.2,168.38,35005290
4/9/18 5:00,169.88,173.09,169.845,170.05,29017718
4/10/18 5:00,173,174,171.53,173.25,28614241
4/11/18 5:00,172.23,173.9232,171.7,172.44,22431640
4/12/18 5:00,173.41,175,173.04,174.14,22889285
4/13/18 5:00,174.78,175.84,173.85,174.73,25124255
4/16/18 5:00,175.0301,176.19,174.8301,175.82,21578420
4/17/18 5:00,176.49,178.9365,176.41,178.24,26605442
4/18/18 5:00,177.81,178.82,176.88,177.84,20754538
4/19/18 5:00,174.95,175.39,172.66,172.8,34808800
4/20/18 5:00,170.595,171.2184,165.43,165.72,65491140
4/23/18 5:00,166.8348,166.92,164.09,165.24,36515477
4/24/18 5:00,165.67,166.33,161.2201,162.94,33692017
4/25/18 5:00,162.62,165.42,162.41,163.65,28382084
4/26/18 5:00,164.12,165.73,163.37,164.22,27963014
4/27/18 5:00,164,164.33,160.63,162.32,35655839
4/30/18 5:00,162.1302,167.26,161.84,165.26,42427424
5/1/18 5:00,166.4102,169.2,165.27,169.1,53569376
5/2/18 5:00,175.225,177.75,173.8,176.57,66539371
5/3/18 5:00,175.88,177.5,174.4411,176.89,34068180
5/4/18 5:00,178.25,184.25,178.17,183.83,56201317
5/7/18 5:00,185.18,187.67,184.75,185.16,42451423
5/8/18 5:00,184.99,186.22,183.665,186.05,28402777
5/9/18 5:00,186.55,187.4,185.22,187.36,23211241
5/10/18 5:00,187.74,190.37,187.65,190.04,27989289
5/11/18 5:00,189.49,190.06,187.45,188.59,26212221
5/14/18 5:00,189.01,189.53,187.86,188.15,20778772
5/15/18 5:00,186.78,187.07,185.1,186.44,23695159
5/16/18 5:00,186.07,188.46,186,188.18,19183064
5/17/18 5:00,188,188.91,186.36,186.99,17294029
