datetime,open,high,low,close,volume
11/1/17 5:00,1105.4,1108.97,1096.74,1103.68,3755511
11/2/17 5:00,1097.81,1101.935,1086.8691,1094.22,3684876
11/3/17 5:00,1091.15,1112.68,1088.52,1111.6,3751480
11/6/17 6:00,1109.15,1125.41,1108.77,1120.66,3381138
11/7/17 6:00,1124.74,1130.6,1117.5,1123.17,2688977
11/8/17 6:00,1122.82,1135.54,1119.11,1132.88,2581451
11/9/17 6:00,1125.96,1129.6209,1115.77,1129.13,3732732
11/10/17 6:00,1126.1,1131.75,1124.06,1125.35,2179937
11/13/17 6:00,1123,1139.9,1122.34,1129.17,2918439
11/14/17 6:00,1130.11,1138,1123.89,1136.84,3138423
11/15/17 6:00,1127.01,1131.75,1121.63,1126.69,3928680
11/16/17 6:00,1130.16,1138.16,1130.05,1137.29,2213322
11/17/17 6:00,1138.28,1138.8,1125.8101,1129.88,2413388
11/20/17 6:00,1129.77,1133.42,1122.55,1126.31,2163855
11/21/17 6:00,1132.86,1140,1128.2,1139.49,2479397
11/22/17 6:00,1141,1160.27,1141,1156.16,3555273
11/24/17 6:00,1160.7,1186.84,1160.7,1186,3528011
11/27/17 6:00,1202.66,1213.41,1191.15,1195.83,6744045
11/28/17 6:00,1204.88,1205.34,1188.521,1193.6,4559449
11/29/17 6:00,1194.8,1194.8,1145.19,1161.27,9257512
11/30/17 6:00,1167.1,1178.5701,1160,1176.75,4509208
12/1/17 6:00,1172.05,1179.65,1152,1162.35,4107094
12/4/17 6:00,1173.85,1175.2,1128,1133.95,5931915
12/5/17 6:00,1128.26,1159.27,1124.74,1141.57,4079774
12/6/17 6:00,1137.99,1155.89,1136.08,1152.35,2853316
12/7/17 6:00,1156.59,1163.19,1151,1159.79,2511569
12/8/17 6:00,1170.4,1172.79,1157.1,1162,3050074
12/11/17 6:00,1164.6,1169.9,1157,1168.92,2363473
12/12/17 6:00,1166.51,1173.6,1161.61,1165.08,2235892
12/13/17 6:00,1170,1170.87,1160.27,1164.13,2616760
12/14/17 6:00,1163.71,1177.93,1162.45,1174.26,3214337
12/15/17 6:00,1179.03,1182.75,1169.33,1179.14,4778621
12/18/17 6:00,1187.37,1194.78,1180.91,1190.58,2947625
12/19/17 6:00,1189.15,1192.97,1179.1401,1187.38,2587792
12/20/17 6:00,1190.5,1191,1176,1177.62,2371166
12/21/17 6:00,1175.9,1179.17,1167.64,1174.76,2123117
12/22/17 6:00,1172.08,1174.6199,1167.8301,1168.36,1585054
12/26/17 6:00,1168.36,1178.32,1160.55,1176.76,2005187
12/27/17 6:00,1179.91,1187.29,1175.61,1182.26,1867208
12/28/17 6:00,1189,1190.1,1184.38,1186.1,1841676
12/29/17 6:00,1182.35,1184,1167.5,1169.47,2688391
1/2/18 6:00,1172,1190,1170.51,1189.01,2694494
1/3/18 6:00,1188.3,1205.49,1188.3,1204.2,3108793
