code,company,start,end,count of date points
000856,冀东装备,2018-5-15,2018-1-11,2
300251,光线传媒,2017-12-12,2018-4-10,2
002140,东华科技,2018-2-1,2017-9-15,2
600758,红阳能源,2018-3-21,2018-3-30,2
601111,中国国航,2018-3-28,2017-3-14,2
300520,科大国创,2018-4-20,2017-9-20,2
002427,*ST尤夫,2018-5-11,2018-5-17,2
002138,顺络电子,2017-11-29,2017-12-14,2
002354,天神娱乐,2018-5-11,2018-5-15,2
002807,江阴银行,2017-3-15,2018-1-10,2
600777,新潮能源,2018-5-10,2018-5-4,2
300067,安诺其,2018-5-10,2018-2-27,2
000488,晨鸣纸业,2017-10-11,2018-3-28,5
000025,特力A,2017-7-04,2017-12-13,2
300434,金石东方,2018-5-10,2018-5-3,2
002146,荣盛发展,2017-10-17,2017-6-27,2
600680,*ST上普,2018-5-10,2018-3-20,2
300016,北陆药业,2018-5-9,2018-3-20,2
002735,王子新材,2017-4-18,2016-5-18,2
600958,东方证券,2018-4-27,2017-9-20,2
300216,千山药机,2018-5-8,2017-4-28,6
600109,国金证券,2018-5-8,2018-3-7,2
600782,新钢股份,2017-9-20,2018-4-27,2
002440,闰土股份,2018-5-8,2017-8-23,2
300146,汤臣倍健,2018-2-1,2017-7-31,2
002226,江南化工,2018-5-8,2018-5-4,4
601216,君正集团,2018-4-20,2018-3-15,2
603388,元成股份,2018-4-4,2017-11-03,2
600666,奥瑞德,2018-5-8,2018-5-4,2
600618,氯碱化工,2018-3-16,2018-7-18,2
002889,东方嘉盛,2018-5-7,2018-5-3,2
300482,万孚生物,2018-5-7,2018-4-28,2
300589,江龙船艇,2018-5-7,2017-10-09,2
603037,凯众股份,2018-5-7,2018-3-29,3
000936,华西股份,2018-1-16,2017-3-15,2
300526,中潜股份,2018-5-4,2017-9-15,2
002867,周大生,2018-5-4,2018-4-17,2
300537,广信材料,2018-5-4,2018-12-20,3
000020,深华发A,2017-8-25,2017-11-29,2
600866,星湖科技,2018-5-4,2018-4-25,3
002011,盾安环境,2018-5-4,2018-5-30,2
600909,华安证券,2018-5-3,2018-2-27,3
601678,滨化股份,2017-8-10,2018-3-9,2
002425,凯撒文化,2018-5-3,2018-3-28,2
300354,东华测试,2018-5-3,2017-9-14,2
300069,金利华电,2018-5-3,2017-7-28,2
002250,联化科技,2018-5-3,2018-4-20,2
300246,宝莱特,2018-5-3,2017-6-05,2
600157,永泰能源,2018-5-3,2018-4-11,2
603259,药明康德,2018-5-2,2018-12-20,2
002626,金达威,2017-6-15,2018-5-18,3
600170,上海建工,2018-12-20,2017-9-21,3
000800,一汽轿车,2018-4-28,2016-4-15,2
300487,蓝晓科技,2018-4-28,2018-3-27,2
002594,比亚迪,2018-4-28,2017-12-6,7
600671,天目药业,2017-5-27,2017-11-03,2
000693,*ST华泽,2018-4-28,2017-7-07,3
600309,万华化学,2017-11-29,2017-11-24,5
300498,温氏股份,2018-4-24,2018-12-13,6
002722,金轮股份,2018-4-28,2017-11-09,2
000728,国元证券,2018-4-27,2017-4-27,3
002310,东方园林,2018-3-14,2017-7-04,3
002012,凯恩股份,2018-4-27,2018-1-30,4
002225,濮耐股份,2017-12-12,2018-4-9,2
300019,硅宝科技,2018-4-27,2017-10-20,2
600711,盛屯矿业,2018-4-10,2018-7-18,2
600999,招商证券,2018-4-27,2019-1-10,5
300431,暴风集团,2018-1-11,2017-9-22,2
300388,国祯环保,2018-5-30,2017-5-03,4
000639,西王食品,2018-12-20,2017-10-09,3
300334,津膜科技,2018-4-3,2017-9-22,2
002554,惠博普,2017-6-29,2018-5-4,2
002859,洁美科技,2018-4-25,2017-7-18,2
300174,元力股份,2017-12-19,2017-10-20,2
002332,仙琚制药,2018-4-9,2018-3-29,2
002625,光启技术,2018-4-24,2019-1-14,2
002611,东方精工,2018-4-24,2016-5-20,2
300387,富邦股份,2017-5-27,2018-1-8,2
002230,科大讯飞,2018-5-31,2017-8-10,3
300046,台基股份,2018-4-20,2018-3-20,3
000877,天山股份,2018-3-23,2018-12-13,2
000908,景峰医药,2018-12-14,2018-12-10,2
002352,顺丰控股,2018-4-19,2018-3-20,5
002860,星帅尔,2018-4-19,2018-3-29,2
300072,三聚环保,2017-5-31,2018-6-4,4
300267,尔康制药,2018-4-19,2017-8-10,4
300265,通光线缆,2018-4-18,2017-6-16,2
603003,龙宇燃油,2017-11-08,2018-1-18,2
002271,东方雨虹,2017-11-03,2017-8-29,4
603050,科林电气,2018-4-17,2018-12-13,2
002212,南洋股份,2018-4-17,2018-1-30,2
000933,神火股份,2018-4-17,2018-12-14,5
600729,重庆百货,2018-4-16,2018-3-16,2
000046,泛海控股,2018-4-13,2018-5-22,4
000572,海马汽车,2018-4-13,2018-4-3,2
300607,拓斯达,2018-2-23,2018-2-1,2
601069,西部黄金,2018-3-21,2017-8-04,3
002640,跨境通,2018-4-9,2018-1-15,2
300491,通合科技,2018-12-20,2018-3-13,2
300356,光一科技,2018-4-12,2017-12-12,2
600318,新力金融,2018-4-12,2019-1-10,2
603538,美诺华,2018-4-12,2018-3-8,3
002034,旺能环境,2018-4-11,2018-4-27,2
600846,同济科技,2018-3-16,2019-1-23,2
300392,腾信股份,2018-4-11,2018-6-6,3
300156,神雾环保,2018-1-31,2017-7-18,3
000656,金科股份,2017-7-05,2017-5-02,2
300133,华策影视,2018-4-10,2018-3-7,2
000990,诚志股份,2017-7-19,2018-3-16,2
600761,安徽合力,2017-12-21,2018-3-20,2
603010,万盛股份,2016-5-20,2018-5-23,3
300346,南大光电,2018-4-3,2018-12-14,2
600853,龙建股份,2018-4-25,2016-3-24,2
600792,云煤能源,2018-4-2,2017-12-6,2
601328,交通银行,2018-3-30,2018-12-13,2
002423,中原特钢,2018-5-17,2018-3-22,2
300506,名家汇,2019-1-11,2017-12-19,2
000790,泰合健康,2018-3-6,2017-12-15,3
300571,平治信息,2018-3-29,2018-3-20,3
002759,天际股份,2018-1-31,2018-2-1,2
002069,獐子岛,2018-3-28,2018-1-31,3
600136,当代明诚,2018-3-28,2019-2-14,4
002520,日发精机,2018-2-27,2018-5-15,2
603725,天安新材,2018-3-23,2018-3-2,2
002717,岭南股份,2018-3-23,2018-12-20,5
601258,庞大集团,2017-6-28,2017-5-03,2
300159,新研股份,2017-8-10,2018-6-8,2
300493,润欣科技,2017-8-25,2019-1-23,2
000628,高新发展,2019-1-8,2018-3-20,3
600741,华域汽车,2016-3-25,2018-3-29,4
300421,力星股份,2018-1-11,2016-3-29,2
600053,九鼎投资,2017-9-11,2017-8-21,4
000868,安凯客车,2018-3-21,2018-1-31,2
603018,中设集团,2017-12-13,2017-9-13,2
603009,北特科技,2018-3-20,2018-1-11,4
601390,中国中铁,2018-12-14,2018-1-11,3
002431,棕榈股份,2018-3-20,2018-5-30,7
002468,申通快递,2018-3-20,2017-8-02,2
002548,金新农,2018-3-16,2019-1-14,2
002442,龙星化工,2018-3-16,2017-12-19,3
002233,塔牌集团,2017-6-20,2017-10-20,3
002487,大金重工,2018-3-16,2017-5-12,2
002447,晨鑫科技,2018-3-15,2019-1-11,3
002398,建研集团,2018-3-15,2017-10-11,3
000333,美的集团,2016-3-31,2017-9-20,2
002746,仙坛股份,2018-3-14,2018-3-30,4
300566,激智科技,2018-2-27,2018-2-24,2
600837,海通证券,2019-1-10,2018-5-8,2
600388,龙净环保,2017-11-23,2017-6-02,2
002527,新时达,2018-3-9,2018-6-6,3
603881,数据港,2017-10-09,2018-3-15,2
000006,深振业A,2018-3-8,2017-10-11,2
002709,天赐材料,2018-3-21,2018-3-2,2
000022,深赤湾A,2018-3-8,2018-3-7,2
000557,西部创业,2017-9-11,2018-1-22,2
600868,梅雁吉祥,2018-3-6,2018-2-23,2
300617,安靠智电,2018-3-6,2018-4-12,2
603069,海汽集团,2018-3-6,2017-7-05,3
600794,保税科技,2017-7-28,2018-5-8,3
603988,中电电机,2018-3-2,2017-11-22,2
300197,铁汉生态,2017-11-23,2018-3-6,3
600595,中孚实业,2018-3-20,2017-5-24,2
002601,龙蟒佰利,2018-2-28,2017-6-22,2
002068,黑猫股份,2018-2-28,2017-11-22,2
300501,海顺新材,2018-2-27,2018-4-20,2
002145,中核钛白,2018-2-27,2017-10-12,4
600703,三安光电,2019-1-22,2018-1-15,2
600695,绿庭投资,2018-2-24,2018-12-14,2
603444,吉比特,2018-2-24,2017-3-15,4
601021,春秋航空,2018-2-24,2017-8-17,2
603603,博天环境,2018-2-23,2018-4-18,3
603817,海峡环保,2018-2-23,2017-12-19,2
000625,长安汽车,2017-12-6,2017-11-30,2
002471,中超控股,2017-10-11,2017-9-20,2
300041,回天新材,2017-12-19,2019-1-18,2
300410,正业科技,2018-2-23,2018-3-7,4
600177,雅戈尔,2018-2-14,2018-12-20,5
600022,山东钢铁,2018-2-14,2018-3-27,2
002296,辉煌科技,2017-5-17,2017-7-05,3
002606,大连电瓷,2018-2-1,2017-12-6,3
300235,方直科技,2017-5-26,2017-5-24,2
000686,东北证券,2017-5-05,2018-4-25,2
002358,森源电气,2017-7-12,2018-4-12,3
300521,爱司凯,2018-2-1,2018-1-18,3
002206,海利得,2018-1-31,2017-9-06,2
300489,中飞股份,2018-1-31,2017-5-05,2
600802,福建水泥,2018-1-31,2018-4-10,2
002374,丽鹏股份,2018-6-29,2017-6-29,2
002676,顺威股份,2018-1-31,2017-11-03,3
001979,招商蛇口,2019-1-17,2018-3-14,5
002126,银轮股份,2018-12-13,2018-5-10,2
002832,比音勒芬,2018-1-30,2019-1-10,2
600100,同方股份,2018-1-30,2018-1-31,3
600070,浙江富润,2017-10-12,2019-1-17,3
002062,宏润建设,2017-12-15,2018-3-21,5
600903,贵州燃气,2018-1-22,2018-4-17,2
600884,杉杉股份,2018-1-22,2016-4-15,4
601003,柳钢股份,2018-1-18,2019-1-17,3
600230,沧州大化,2017-8-16,2018-4-10,3
002549,凯美特气,2018-1-18,2018-3-30,2
000961,中南建设,2018-1-16,2018-12-13,3
600500,中化国际,2017-5-19,2018-6-7,4
300379,东方通,2018-1-15,2017-12-15,2
002306,*ST云网,2017-6-21,2017-12-12,2
002422,科伦药业,2018-4-20,2018-3-30,3
603016,新宏泰,2017-7-05,2017-8-02,2
300212,易华录,2017-4-28,2017-9-13,4
603959,百利科技,2018-1-8,2017-11-30,4
300509,新美星,2017-12-13,2018-3-21,2
000916,华北高速,2017-12-21,2017-6-15,2
000951,中国重汽,2017-12-21,2017-12-12,4
600030,中信证券,2019-1-10,2018-6-7,2
002161,远望谷,2017-12-19,2018-5-24,2
002115,三维通信,2017-9-15,2017-6-01,2
300118,东方日升,2018-2-23,2018-5-8,2
600048,保利地产,2016-4-07,2018-4-10,7
002708,光洋股份,2017-12-14,2018-5-25,2
002118,紫鑫药业,2019-1-10,2017-11-09,2
000687,华讯方舟,2017-8-01,2017-12-6,2
002201,九鼎新材,2016-5-24,2017-12-6,2
002621,三垒股份,2017-12-12,2018-6-7,2
000887,中鼎股份,2018-4-10,2017-11-03,2
300024,机器人,2019-2-1,2017-12-6,2
300236,上海新阳,2017-11-29,2018-12-20,2
603601,再升科技,2018-6-8,2017-9-11,3
600016,民生银行,2018-4-12,2017-11-13,2
300125,易世达,2018-7-18,2018-2-28,2
002182,云海金属,2017-11-23,2017-11-17,2
600512,腾达建设,2017-11-23,2018-4-10,2
000100,TCL集团,2019-1-7,2019-1-11,5
600516,方大炭素,2017-10-17,2019-1-22,3
000593,大通燃气,2018-3-21,2018-2-14,2
000913,钱江摩托,2017-11-22,2018-4-28,2
300592,华凯创意,2017-12-19,2017-9-14,2
600031,三一重工,2018-4-26,2018-4-17,2
000820,神雾节能,2017-11-22,2018-3-9,3
002776,柏堡龙,2017-11-03,2018-5-31,3
000807,云铝股份,2018-1-18,2018-1-31,3
000525,红太阳,2017-11-17,2017-10-12,3
002361,神剑股份,2017-9-28,2018-3-20,2
002430,杭氧股份,2017-11-08,2017-5-19,2
603637,镇海股份,2017-11-17,2018-1-11,2
000928,中钢国际,2017-9-12,2017-9-21,2
000695,滨海能源,2017-11-22,2018-5-4,2
600873,梅花生物,2017-10-20,2018-3-23,2
000547,航天发展,2017-9-14,2018-3-8,4
000671,阳光城,2017-10-17,2017-9-07,3
002285,世联行,2017-10-16,2017-5-17,2
600039,四川路桥,2017-9-15,2018-1-8,2
603090,宏盛股份,2017-10-13,2017-9-20,2
600276,恒瑞医药,2018-4-27,2017-12-6,2
300357,我武生物,2018-3-13,2018-1-11,3
002663,普邦股份,2017-3-14,2018-4-9,2
300324,旋极信息,2018-1-15,2018-4-18,2
002691,冀凯股份,2018-5-30,2018-5-31,3
002168,深圳惠程,2017-3-15,2018-6-4,4
603169,兰石重装,2017-8-18,2017-6-14,2
002175,东方网络,2016-4-01,2018-1-31,3
002739,万达电影,2019-2-1,2019-1-10,5
000717,韶钢松山,2018-3-6,2018-1-16,2
600699,均胜电子,2018-5-3,2019-1-7,2
601699,潞安环能,2016-4-15,2017-10-13,2
600720,祁连山,2017-10-10,2017-10-17,2
300446,乐凯新材,2017-8-25,2018-3-20,2
000651,格力电器,2018-4-27,2018-4-26,3
601700,风范股份,2016-4-12,2018-2-27,2
601600,中国铝业,2018-3-23,2018-1-31,4
300292,吴通控股,2017-8-10,2017-8-24,2
600291,西水股份,2017-8-03,2018-3-14,3
603688,石英股份,2017-8-01,2018-6-5,2
002139,拓邦股份,2018-1-16,2018-3-27,2
000723,美锦能源,2017-7-26,2017-10-11,2
002053,云南能投,2017-8-04,2017-12-21,2
002605,姚记扑克,2017-7-20,2016-3-22,2
603798,康普顿,2016-3-24,2016-3-25,2
300320,海达股份,2017-7-07,2018-1-30,2
002716,金贵银业,2018-5-28,2017-7-12,2
300244,迪安诊断,2017-9-20,2017-12-15,3
603035,常熟汽饰,2018-3-14,2018-1-11,2
600577,精达股份,2017-6-27,2018-1-8,2
000600,建投能源,2017-6-26,2017-12-6,2
000925,众合科技,2017-6-27,2019-1-11,3
300315,掌趣科技,2017-6-21,2016-3-24,2
002280,联络互动,2017-6-21,2017-8-02,2
600783,鲁信创投,2017-6-21,2017-11-29,3
603589,口子窖,2017-6-20,2018-4-27,3
300249,依米康,2017-6-14,2018-6-8,2
600888,新疆众和,2017-6-13,2017-7-25,2
000683,远兴能源,2017-6-02,2018-5-7,2
603826,坤彩科技,2019-1-22,2018-4-17,3
000062,深圳华强,2017-5-19,2017-5-17,2
002443,金洲管道,2017-5-12,2017-7-06,3
600887,伊利股份,2018-4-10,2018-1-11,2
002515,金字火腿,2018-3-6,2017-8-17,2
002785,万里石,2017-5-04,2017-10-12,2
603737,三棵树,2018-2-1,2017-9-21,2
002340,格林美,2018-2-28,2017-12-19,2
603888,新华网,2017-4-18,2017-10-17,2
600629,华建集团,2017-9-20,2018-5-15,2
000718,苏宁环球,2017-3-14,2018-12-13,2
600398,海澜之家,2016-5-26,2017-11-09,2
000898,鞍钢股份,2018-1-18,2018-7-18,3
000858,五粮液,2016-3-28,2018-4-28,2
000930,中粮生化,2016-4-14,2018-3-7,2
000559,万向钱潮,2017-5-12,2017-10-20,2
603729,龙韵股份,2016-3-24,2017-10-18,2
002564,天沃科技,2018-12-14,2018-1-31,3
603128,华贸物流,2018-6-29,2017-5-04,2
002073,软控股份,2018-2-23,2018-2-26,2
600732,ST新梅,2016-4-01,2017-6-06,2
600094,大名城,2018-12-13,2017-10-18,2
002001,新和成,2018-2-28,2018-4-25,2
002065,东华软件,2018-5-28,2018-12-20,3
601360,三六零,2018-3-20,2018-2-28,3
600519,贵州茅台,2018-4-28,2018-1-31,3
601636,旗滨集团,2017-10-11,2018-12-13,2
000980,众泰汽车,2018-5-3,2017-8-23,2
600667,太极实业,2018-5-18,2017-8-23,3
002027,分众传媒,2018-4-25,2019-2-1,2
000732,泰禾集团,2017-8-04,2017-9-21,4
002307,北新路桥,2017-6-13,2017-6-01,2
603843,正平股份,2018-5-7,2017-12-11,2
000408,藏格控股,2018-7-16,2017-12-21,4
601800,中国交建,2017-11-24,2018-3-13,2
