code,company,start,end,count of date points
300628,亿联网络,2018-4-25,2017-12-21,2
300122,智飞生物,2017-4-25,2018-3-20,2
600340,华夏幸福,2018-4-17,2017-12-19,3
601012,隆基股份,2018-1-18,2018-3-29,2
300676,华大基因,2019-1-10,2018-4-10,2
002051,中工国际,2016-4-01,2017-7-18,2
601336,新华保险,2019-1-8,2018-4-27,2
300184,力源信息,2018-4-4,2019-1-10,3
600438,通威股份,2017-9-11,2018-5-28,2
600166,福田汽车,2018-3-7,2018-1-10,4
002103,广博股份,2018-4-13,2018-5-14,3
603878,武进不锈,2019-1-22,2018-5-9,2
601377,兴业证券,2019-1-10,2018-1-31,2
002013,中航机电,2019-1-9,2017-8-02,3
000413,东旭光电,2017-12-13,2018-5-23,3
002060,粤水电,2019-1-30,2017-9-07,2
600600,青岛啤酒,2018-3-28,2017-12-21,2
600491,龙元建设,2017-12-6,2017-11-29,7
300182,捷成股份,2018-2-27,2017-8-03,3
600122,宏图高科,2018-12-13,2018-3-8,3
002586,围海股份,2017-8-09,2017-9-12,4
603225,新凤鸣,2018-2-26,2017-7-06,2
002176,江特电机,2018-3-15,2018-3-20,2
002756,永兴特钢,2017-12-13,2017-9-15,5
300096,易联众,2017-12-19,2018-5-3,4
600376,首开股份,2019-1-10,2018-3-13,2
600176,中国巨石,2018-12-10,2018-3-20,2
000818,航锦科技,2018-6-5,2018-5-4,2
300316,晶盛机电,2018-3-6,2018-5-3,3
600966,博汇纸业,2018-3-20,2018-1-30,2
002174,游族网络,2018-12-20,2017-12-6,2
002815,崇达技术,2017-9-22,2018-3-30,2
601186,中国铁建,2018-5-17,2017-9-14,5
300001,特锐德,2017-11-09,2018-5-7,2
601998,中信银行,2018-12-14,2018-3-27,2
600880,博瑞传播,2018-6-6,2018-6-29,3
000035,中国天楹,2017-6-05,2017-8-29,3
300376,易事特,2017-10-10,2017-12-11,2
600004,白云机场,2017-11-08,2017-10-10,3
000407,胜利股份,2019-2-13,2017-10-12,2
002648,卫星石化,2018-4-9,2017-9-04,3
002798,帝欧家居,2019-2-14,2018-7-18,2
601888,中国国旅,2018-4-28,2018-2-27,2
600233,圆通速递,2018-6-7,2018-5-30,3
300648,星云股份,2018-12-13,2018-2-1,2
002592,八菱科技,2018-6-6,2018-12-20,2
300639,凯普生物,2017-11-23,2018-6-29,2
000538,云南白药,2017-4-20,2018-4-12,2
601727,上海电气,2018-6-7,2018-12-14,2
601688,华泰证券,2017-7-11,2018-4-27,3
000920,南方汇通,2018-4-25,2017-11-09,2
002419,天虹股份,2018-3-15,2018-4-26,2
001696,宗申动力,2018-5-31,2017-12-14,3
300176,鸿特科技,2019-1-18,2019-1-8,2
600338,西藏珠峰,2017-7-26,2018-1-18,2
600507,方大特钢,2018-2-24,2018-3-29,3
600021,上海电力,2017-9-22,2019-1-23,3
002404,嘉欣丝绸,2017-11-30,2018-5-16,2
601058,赛轮轮胎,2018-12-13,2019-1-22,2
000826,启迪桑德,2017-10-16,2018-4-10,2
002121,科陆电子,2018-5-4,2018-5-29,2
600267,海正药业,2018-12-13,2017-11-13,2
002281,光迅科技,2019-1-23,2018-5-11,2
000040,东旭蓝天,2018-1-31,2018-3-15,5
300177,中海达,2018-1-31,2018-5-24,2
601669,中国电建,2018-5-10,2018-4-25,3
000967,盈峰环境,2018-7-18,2018-5-18,3
000506,中润资源,2018-2-27,2018-5-25,2
603569,长久物流,2018-4-18,2017-12-6,2
300366,创意信息,2018-3-7,2019-1-22,3
603619,中曼石油,2018-6-8,2018-4-9,2
002546,新联电子,2017-6-01,2018-6-8,2
000690,宝新能源,2018-5-4,2018-4-12,2
600781,辅仁药业,2018-4-9,2017-11-20,2
300451,创业软件,2019-1-30,2017-11-30,2
600096,云天化,2017-10-13,2019-1-23,2
002465,海格通信,2019-1-17,2016-5-18,2
002157,正邦科技,2017-11-13,2017-9-07,3
002777,久远银海,2017-8-17,2017-8-24,2
000632,三木集团,2018-5-25,2018-6-7,2
300145,中金环境,2018-4-26,2017-6-29,3
300679,电连技术,2018-3-27,2018-3-15,2
600532,宏达矿业,2017-11-22,2017-5-12,2
002024,苏宁易购,2018-1-15,2018-5-31,2
601288,农业银行,2018-3-13,2018-4-18,2
000616,海航投资,2018-2-23,2019-1-11,2
603466,风语筑,2018-3-22,2018-4-10,2
002661,克明面业,2018-3-28,2018-6-29,2
600258,首旅酒店,2018-4-18,2018-5-29,2
000776,广发证券,2018-3-7,2019-1-10,2
300136,信维通信,2018-3-6,2018-3-27,2
601689,拓普集团,2016-4-12,2017-10-20,2
300296,利亚德,2018-3-27,2017-6-15,2
601608,中信重工,2018-12-13,2017-7-06,3
600400,红豆股份,2018-4-9,2018-4-20,2
002402,和而泰,2019-1-8,2018-5-31,2
002162,悦心健康,2018-1-18,2017-6-21,2
601919,中远海控,2017-7-07,2017-6-13,2
